Edition,Base,Head,Face,Mouth,Eyes,Accessory,Clothing,Background,Signature
1036,Standard,,,,,Gold Gloves,Suit,Teal,Dosbrak
1037,Standard,,,Cigar,Bruised Eye,Gloves,Punk Jacket,Red,Dosbrak
1038,Bald,,Bloody,,,Gloves,Jiu Jitsu Robe,Red,Dosbrak
1039,Standard,,Bloody,,,Bloody Gloves,Tattoo,Black,Dosbrak
1040,Standard,Snapback,Bloody,,,Diamond Gloves,Jiu Jitsu Robe,Teal,Dosbrak
1041,Old Mike,DJ Mikey B,,Cigar,Bruised Eye,,Tattoo,Teal,Dosbrak
1042,Bald,,Red Terminator,,,Bare Fists,Bloody Body,Teal,Dosbrak
1043,Standard,,Bloody,Cigar,,Bare Fists,Bloody Body,Purple,Dosbrak
1044,Standard,,Bloody,,Wayfarers,Gold Gloves,Bloody Body,Mustard,Dosbrak
1045,Standard,DJ Mikey B,Bloody,,,Gold Gloves,Jiu Jitsu Robe,Blockasset,Dosbrak
1046,Standard,Snapback,Bloody,,,Microphone,Suit,Teal,Dosbrak
1047,Standard,Snapback,,,,199 Belt,Tattoo,Mustard,Dosbrak
1048,Standard,Snapback,Red Terminator,,Laser Eyes,Gloves,Patriot Flag,Purple,Dosbrak
1049,Standard,DJ Mikey B,Red Terminator,,,Bare Fists,Jiu Jitsu Robe,Red,Dosbrak
1050,Standard,,,,,Bloody Wraps,Tattoo,Purple,Dosbrak
1051,Standard,,Bloody,,Laser Eyes,Bare Fists,,Purple,Dosbrak
1052,Standard,,,,,Gloves,Suit,Teal,Dosbrak
1053,Standard,Sparring Headgear,,,,Bare Fists,,Blockasset,Dosbrak
1054,Standard,,,,,,Jiu Jitsu Robe,Teal,Dosbrak
1055,Standard,Snapback,,,,Bloody Gloves,Jiu Jitsu Robe,Red,Dosbrak
1056,Standard,,,,Bruised Eye,Bloody Wraps,Suit,Mustard,Dosbrak
1057,Standard,Sparring Headgear,Bloody,,,Gold Gloves,,Teal,Dosbrak
1058,Standard,Sparring Headgear,,Cigar,,Bloody Wraps,,Black,Dosbrak
1059,Standard,Sparring Headgear,,Diamond Grill,,Gold Gloves,,Blockasset,Dosbrak
1060,Old Mike,,,,,,Bloody Body,Blockasset,Dosbrak
1061,Standard,DJ Mikey B,,Diamond Grill,,Bloody Wraps,Punk Jacket,Red,Dosbrak
1062,Standard,DJ Mikey B,,,,Bloody Wraps,Patriot Flag,Teal,Dosbrak
1063,Standard,,Bloody,Falling Mouthguard,,Bloody Gloves,Punk Jacket,Red,Dosbrak
1064,Standard,,,,Laser Eyes,SOL Gloves,Punk Jacket,Mustard,Dosbrak
1065,Standard,,,,Bruised Eye,Bare Fists,Tattoo,Teal,Dosbrak
1066,Standard,Snapback,,Cigar,,Bloody Wraps,Jiu Jitsu Robe,Blockasset,Dosbrak
1067,Old Mike,Announcer,,Falling Mouthguard,,Bloody Gloves,Punk Jacket,Black,Dosbrak
1068,Standard,DJ Mikey B,Bloody,,,199 Belt,Jiu Jitsu Robe,Red,Dosbrak
1069,Old Mike,,,,,199 Belt,Tattoo,Black,Dosbrak
1070,Standard,,Red Terminator,,,,Patriot Flag,Red,Dosbrak
1071,Standard,,Bloody,Cigar,,Bloody Wraps,Jiu Jitsu Robe,Octagon,Dosbrak
1072,Bald,,,Falling Mouthguard,,Bare Fists,Suit,Mustard,Dosbrak
1073,Old Mike,,,,Laser Eyes,,,Blockasset,Dosbrak
1074,Bald,,,,Bruised Eye,,,Teal,Dosbrak
1075,Standard,,,,,Bare Fists,Suit,Purple,Dosbrak
1076,Standard,,Bloody,,,Microphone,Suit,Purple,Dosbrak
1077,Standard,Announcer,,,,Bloody Gloves,Jiu Jitsu Robe,Blockasset,Dosbrak
1078,Standard,Sparring Headgear,,,,Bloody Wraps,,Mustard,Dosbrak
1079,Standard,Snapback,,,,Bare Fists,Tattoo,Black,Dosbrak
1080,Standard,Announcer,,,Bruised Eye,,,Red,Dosbrak
1081,Bald,Announcer,,,,Gloves,The Count,Teal,Dosbrak
1082,Bald,,,,Laser Eyes,199 Belt,Bloody Body,Red,Dosbrak
1083,Bald,,,,,Bloody Gloves,The Count,Red,Dosbrak
1084,Standard,Crown,,,,,Tattoo,Teal,Dosbrak
1085,Standard,,Red Terminator,,,Bloody Gloves,Tattoo,Purple,Dosbrak
1086,Standard,Snapback,Bloody,,,Gloves,Punk Jacket,Purple,Dosbrak
1087,Standard,,,Falling Mouthguard,,Bloody Gloves,Tattoo,Red,Dosbrak
1088,Standard,Sparring Headgear,Bloody,,,Gold Gloves,,Purple,Dosbrak
1089,Standard,Sparring Headgear,,,,Gloves,,Mustard,Dosbrak
1090,Bald,,,,Wayfarers,,Bloody Body,Mustard,Dosbrak
1091,Bald,,Gold Terminator,,Wayfarers,,Bloody Body,Mustard,Dosbrak
1092,Old Mike,Announcer,Bloody,,,Bloody Gloves,Punk Jacket,Mustard,Dosbrak
1093,Old Mike,Announcer,Bloody,,,Bloody Wraps,Bloody Body,Mustard,Dosbrak
1094,Bald,,,,,Knuckle Duster Spikes,Bloody Body,Purple,Dosbrak
1095,Standard,,Red Terminator,,Laser Eyes,SOL Gloves,Bloody Body,Teal,Dosbrak
1096,Standard,,Red Terminator,Falling Mouthguard,,,Suit,Black,Dosbrak
1097,Standard,Sparring Headgear,,Cigar,,Gloves,,Red,Dosbrak
1098,Old Mike,Announcer,Red Terminator,,,199 Belt,Tattoo,Mustard,Dosbrak
1099,Standard,Sparring Headgear,Bloody,,,Bare Fists,,Octagon,Dosbrak
1100,Standard,,,,,Gloves,Tattoo,Red,Dosbrak
1101,Bald,Snapback,Red Terminator,,,199 Belt,,Red,Dosbrak
1102,Standard,,,Cigar,,,Butcher,Blockasset,Dosbrak
1103,Bald,,Bloody,,Laser Eyes,Gloves,,Red,Dosbrak
1104,Standard,,Bloody,Falling Mouthguard,,Gloves,Tattoo,Mustard,Dosbrak
1105,Standard,Announcer,Bloody,,,Gloves,Tattoo,Octagon,Dosbrak
1106,Standard,,,,Wayfarers,Bloody Wraps,Suit,Blockasset,Dosbrak
1107,Standard,,,Diamond Grill,Wayfarers,Bloody Wraps,Jiu Jitsu Robe,Red,Dosbrak
1108,Old Mike,,,,,SOL Gloves,Suit,Black,Dosbrak
1109,Bald,,,Cigar,Bruised Eye,Bloody Gloves,Suit,Mustard,Dosbrak
1110,Standard,Announcer,,Diamond Grill,,Bloody Wraps,Punk Jacket,Black,Dosbrak
1111,Standard,,,Cigar,Bruised Eye,Bare Fists,Tattoo,Blockasset,Dosbrak
1112,Standard,Announcer,Bloody,Falling Mouthguard,,,Jiu Jitsu Robe,Red,Dosbrak
1113,Bald,,,,Wayfarers,,Bloody Body,Teal,Dosbrak
1114,Old Mike,,Gold Terminator,,,Bloody Gloves,Bloody Body,Black,Dosbrak
1115,Standard,,,,Laser Eyes,,Butcher,Count's Lair,Dosbrak
1116,Standard,,,,Laser Eyes,Gloves,Jiu Jitsu Robe,Blockasset,Dosbrak
1117,Standard,,,,Wayfarers,Bloody Gloves,Tattoo,Teal,Dosbrak
1118,Bald,Sparring Headgear,Red Terminator,,,Bloody Wraps,,Teal,Dosbrak
1119,Standard,,,Cigar,,Gloves,,Mustard,Dosbrak
1120,Bald,,Bloody,,,Bare Fists,,Octagon,Dosbrak
1121,Bald,,,,,Gold Gloves,,Purple,Dosbrak
1122,Standard,,Bloody,,,Gloves,Bloody Body,Purple,Dosbrak
1123,Standard,,,,,,Suit,Mustard,Dosbrak
1124,Standard,,,Cigar,Bruised Eye,,,Octagon,Dosbrak
1125,Standard,DJ Mikey B,,,,,Jiu Jitsu Robe,Mustard,Dosbrak
1126,Old Mike,,,,Bruised Eye,Bloody Wraps,,Teal,Dosbrak
1127,Standard,Announcer,,,,199 Belt,Bloody Body,Mustard,Dosbrak
1128,Standard,Snapback,,,,199 Belt,,Black,Dosbrak
1129,Standard,Announcer,Bloody,,,Gloves,Suit,Teal,Dosbrak
1130,Old Mike,Sparring Headgear,Bloody,Diamond Grill,,Gloves,,Red,Dosbrak
1131,Bald,,Red Terminator,,,,Jiu Jitsu Robe,Purple,Dosbrak
1132,Standard,,,,Laser Eyes,,Jiu Jitsu Robe,Black,Dosbrak
1133,Standard,,,,,199 Belt,Suit,Teal,Dosbrak
1134,Bald,,,,,Gold Gloves,Punk Jacket,Mustard,Dosbrak
1135,Old Mike,Announcer,,,Bruised Eye,Bare Fists,Bloody Body,Black,Dosbrak
1136,Bald,,,,Bruised Eye,Gold Gloves,Suit,Red,Dosbrak
1137,Standard,Announcer,,,Bruised Eye,Bare Fists,Jiu Jitsu Robe,Purple,Dosbrak
1138,Old Mike,Snapback,Bloody,Falling Mouthguard,,Microphone,Punk Jacket,Purple,Dosbrak
1139,Standard,,,Falling Mouthguard,,Bloody Gloves,Bloody Body,Red,Dosbrak
1140,Bald,,,,,,,Purple,Dosbrak
1141,Standard,,,Cigar,,Gloves,Bloody Body,Purple,Dosbrak
1142,Old Mike,,,Diamond Grill,Bruised Eye,Bloody Gloves,Tattoo,Red,Dosbrak
1143,Bald,Snapback,,,,,Punk Jacket,Mustard,Dosbrak
1144,Bald,,,,Bruised Eye,Gold Gloves,Tattoo,Purple,Dosbrak
1145,Standard,Sparring Headgear,,Diamond Grill,,Bloody Wraps,,Red,Dosbrak
1146,Standard,,,,Wayfarers,SOL Gloves,Punk Jacket,Black,Dosbrak
1147,Old Mike,,Bloody,,,Bloody Gloves,,Red,Dosbrak
1148,Bald,,,,,Gold Gloves,,Black,Dosbrak
1149,Bald,,Bloody,Cigar,Wayfarers,Bloody Gloves,Suit,Octagon,Dosbrak
1150,Old Mike,Announcer,,,,Bare Fists,Suit,Red,Dosbrak
1151,Bald,,Bloody,,Wayfarers,Gold Gloves,Suit,Mustard,Dosbrak
1152,Old Mike,Snapback,Bloody,,,,,Black,Dosbrak
1153,Standard,,,,,SOL Gloves,Jiu Jitsu Robe,Teal,Dosbrak
1154,Standard,,Bloody,Falling Mouthguard,,,Punk Jacket,Octagon,Dosbrak
1155,Old Mike,,Red Terminator,,,Gloves,Tattoo,Octagon,Dosbrak
1156,Bald,Snapback,,Cigar,,Bare Fists,Tattoo,Black,Dosbrak
1157,Bald,,,Falling Mouthguard,Wayfarers,Gloves,Patriot Flag,Red,Dosbrak
1158,Bald,Sparring Headgear,,Cigar,,Gold Gloves,,Black,Dosbrak
1159,Standard,,,,Bruised Eye,Knuckle Duster Spikes,Patriot Flag,Mustard,Dosbrak
1160,Standard,DJ Mikey B,,,,Microphone,Suit,Black,Dosbrak
1161,Old Mike,Snapback,,Cigar,,SOL Gloves,,Red,Dosbrak
1162,Standard,,,,Wayfarers,Gold Gloves,Suit,Purple,Dosbrak
1163,Standard,,,Falling Mouthguard,Wayfarers,SOL Gloves,Bloody Body,Black,Dosbrak
1164,Standard,Snapback,Bloody,,,Bare Fists,The Count,Red,Dosbrak
1165,Old Mike,,,,,,Suit,Teal,Dosbrak
1166,Standard,,,Cigar,,Bare Fists,Tattoo,Teal,Dosbrak
1167,Bald,,,,Wayfarers,,Suit,Red,Dosbrak
1168,Standard,,,,,Gloves,Suit,Mustard,Dosbrak
1169,Standard,Crown,,,Laser Eyes,Bloody Wraps,Punk Jacket,Teal,Dosbrak
1170,Bald,,,,Bruised Eye,SOL Gloves,,Teal,Dosbrak
1171,Bald,Snapback,Bloody,,,Bare Fists,The Count,Black,Dosbrak
1172,Standard,,,,Wayfarers,Bloody Gloves,Bloody Body,Purple,Dosbrak
1173,Standard,Snapback,,,,Bloody Gloves,Suit,Octagon,Dosbrak
1174,Bald,,,Falling Mouthguard,,Bare Fists,Bloody Body,Teal,Dosbrak
1175,Standard,,Red Terminator,,,Gold Gloves,Bloody Body,Teal,Dosbrak
1176,Standard,Sparring Headgear,,Diamond Grill,,Gloves,,Mustard,Dosbrak
1177,Old Mike,,,Falling Mouthguard,,,Butcher,Mustard,Dosbrak
1178,Standard,Snapback,Red Terminator,,,,,Red,Dosbrak
1179,Standard,,Red Terminator,,,Bare Fists,Suit,Black,Dosbrak
1180,Bald,,,Cigar,,SOL Gloves,,Octagon,Dosbrak
1181,Bald,,,,Bruised Eye,Bare Fists,Bloody Body,Purple,Dosbrak
1182,Standard,,Red Terminator,,,Gloves,Bloody Body,Purple,Dosbrak
1183,Standard,,,,Wayfarers,Bloody Wraps,Astronaut,Red,Dosbrak
1184,Bald,Sparring Headgear,,Diamond Grill,,,,Red,Dosbrak
1185,Standard,Sparring Headgear,Bloody,,,Gloves,,Black,Dosbrak
1186,Standard,,,Cigar,Bruised Eye,Bloody Wraps,Tattoo,Purple,Dosbrak
1187,Bald,,,Falling Mouthguard,,Bare Fists,Punk Jacket,Teal,Dosbrak
1188,Standard,Snapback,Bloody,Cigar,,SOL Gloves,Punk Jacket,Blockasset,Dosbrak
1189,Standard,Snapback,,,,Bloody Wraps,Bloody Body,Teal,Dosbrak
1190,Standard,,,Cigar,,199 Belt,Bloody Body,Mustard,Dosbrak
1191,Bald,,Gold Terminator,,,Bloody Gloves,Bloody Body,Black,Dosbrak
1192,Standard,,,,Wayfarers,SOL Gloves,Tattoo,Purple,Dosbrak
1193,Standard,,,Falling Mouthguard,Bruised Eye,,,Black,Dosbrak
1194,Bald,,,,Bruised Eye,Bloody Gloves,Patriot Flag,Black,Dosbrak
1195,Bald,,Red Terminator,,,Gloves,Tattoo,Blockasset,Dosbrak
1196,Standard,,,,Laser Eyes,,,Teal,Dosbrak
1197,Standard,Snapback,Bloody,,,,,Teal,Dosbrak
1198,Standard,Snapback,,,,,,Black,Dosbrak
1199,Standard,,,Cigar,,,Jiu Jitsu Robe,Mustard,Dosbrak
1200,Standard,DJ Mikey B,,,,Bare Fists,Bloody Body,Black,Dosbrak
1201,Standard,,Bloody,Falling Mouthguard,,SOL Gloves,,Red,Dosbrak
1202,Old Mike,Announcer,Bloody,,,,,Black,Dosbrak
1203,Standard,Sparring Headgear,,,,Bloody Wraps,,Red,Dosbrak
1204,Standard,DJ Mikey B,,,,Bare Fists,,Red,Dosbrak
1205,Standard,,Bloody,,,Gold Gloves,Bloody Body,Purple,Dosbrak
1206,Standard,,,Diamond Grill,,Bloody Wraps,Jiu Jitsu Robe,Red,Dosbrak
1207,Old Mike,,Bloody,Falling Mouthguard,Wayfarers,Microphone,Suit,Mustard,Dosbrak
1208,Bald,,Red Terminator,,Wayfarers,Bloody Wraps,Patriot Flag,Purple,Dosbrak
1209,Standard,Sparring Headgear,,Cigar,,Bloody Wraps,,Octagon,Dosbrak
1210,Bald,Sparring Headgear,,,,SOL Gloves,,Teal,Dosbrak
1211,Standard,Sparring Headgear,,Cigar,,Knuckle Duster Spikes,,Octagon,Dosbrak
1212,Standard,Snapback,Gold Terminator,Falling Mouthguard,,Bloody Wraps,,Mustard,Dosbrak
1213,Old Mike,Snapback,Gold Terminator,,,Gold Gloves,,Black,Dosbrak
1214,Standard,,,,,,Bloody Body,Teal,Dosbrak
1215,Old Mike,DJ Mikey B,Bloody,,,Bare Fists,Punk Jacket,Teal,Dosbrak
1216,Bald,,Bloody,,,Bloody Gloves,Patriot Flag,Purple,Dosbrak
1217,Standard,Announcer,Red Terminator,,,,Jiu Jitsu Robe,Black,Dosbrak
1218,Standard,Snapback,,,,Gloves,Jiu Jitsu Robe,Teal,Dosbrak
1219,Standard,,,,,Bloody Gloves,Tattoo,Octagon,Dosbrak
1220,Standard,Sparring Headgear,,,,Gloves,,Black,Dosbrak
1221,Bald,,,Diamond Grill,Bruised Eye,,Butcher,Red,Dosbrak
1222,Standard,,Bloody,,Wayfarers,SOL Gloves,Suit,Blockasset,Dosbrak
1223,Standard,,,Diamond Grill,,Bloody Gloves,Suit,Red,Dosbrak
1224,Standard,Crown,Bloody,Diamond Grill,,Bloody Gloves,,Black,Dosbrak
1225,Standard,Announcer,Red Terminator,Falling Mouthguard,,,,Red,Dosbrak
1226,Bald,,,,Laser Eyes,Bare Fists,Bloody Body,Purple,Dosbrak
1227,Bald,Snapback,,,Bruised Eye,Bloody Wraps,Tattoo,Teal,Dosbrak
1228,Old Mike,,Bloody,,Wayfarers,,Suit,Blockasset,Dosbrak
1229,Bald,,,,Wayfarers,Knuckle Duster Spikes,Jiu Jitsu Robe,Mustard,Dosbrak
1230,Standard,,Bloody,Falling Mouthguard,,Gold Gloves,Jiu Jitsu Robe,Teal,Dosbrak
1231,Old Mike,Sparring Headgear,,,,Knuckle Duster Spikes,,Purple,Dosbrak
1232,Standard,,,,Wayfarers,Bare Fists,Suit,Blockasset,Dosbrak
1233,Standard,,,,,Bare Fists,Jiu Jitsu Robe,Octagon,Dosbrak
1234,Standard,Sparring Headgear,,,,Gloves,,Purple,Dosbrak
1235,Old Mike,Sparring Headgear,,,Laser Eyes,,,Teal,Dosbrak
1236,Old Mike,,,,,Bloody Gloves,,Mustard,Dosbrak
1237,Standard,,Red Terminator,Cigar,Wayfarers,Gloves,Bloody Body,Mustard,Dosbrak
1238,Bald,,,,Bruised Eye,SOL Gloves,Tattoo,Blockasset,Dosbrak
1239,Standard,,,,Wayfarers,Bloody Wraps,Patriot Flag,Teal,Dosbrak
1240,Old Mike,,Bloody,Diamond Grill,,Bloody Gloves,Punk Jacket,Mustard,Dosbrak
1241,Bald,,,,,Gold Gloves,Tattoo,Teal,Dosbrak
1242,Standard,Snapback,Bloody,,,Bare Fists,Astronaut,Red,Dosbrak
1243,Standard,,,,Laser Eyes,Gold Gloves,Bloody Body,Purple,Dosbrak
1244,Bald,,,Cigar,,,Butcher,Black,Dosbrak
1245,Standard,Sparring Headgear,Gold Terminator,,,Bare Fists,,Black,Dosbrak
1246,Standard,,Red Terminator,Diamond Grill,,Bloody Wraps,Bloody Body,Purple,Dosbrak
1247,Standard,,,,Wayfarers,Gloves,Bloody Body,Teal,Dosbrak
1248,Standard,,,,Bruised Eye,Knuckle Duster Spikes,,Purple,Dosbrak
1249,Bald,Crown,,Falling Mouthguard,,Bare Fists,Patriot Flag,Mustard,Dosbrak
1250,Standard,,,Falling Mouthguard,Bruised Eye,,Butcher,Black,Dosbrak
1251,Bald,,,Cigar,Bruised Eye,,The Count,Teal,Dosbrak
1252,Bald,,Red Terminator,Cigar,,,Jiu Jitsu Robe,Count's Lair,Dosbrak
1253,Standard,,Bloody,,Wayfarers,Bloody Gloves,Suit,Teal,Dosbrak
1254,Old Mike,,,Cigar,,Bare Fists,,Red,Dosbrak
1255,Bald,,Red Terminator,,Wayfarers,,Jiu Jitsu Robe,Red,Dosbrak
1256,Standard,,Gold Terminator,,,Bloody Wraps,Patriot Flag,Mustard,Dosbrak
1257,Standard,,,,,SOL Gloves,Tattoo,Mustard,Dosbrak
1258,Bald,Announcer,,,Bruised Eye,Gold Gloves,,Black,Dosbrak
1259,Old Mike,,,,,Gold Gloves,Punk Jacket,Black,Dosbrak
1260,Bald,,Bloody,,Wayfarers,Bare Fists,Bloody Body,Purple,Dosbrak
1261,Old Mike,,,Cigar,,Bloody Gloves,Punk Jacket,Teal,Dosbrak
1262,Old Mike,,,,Laser Eyes,Gloves,Punk Jacket,Red,Dosbrak
1263,Bald,,Bloody,,Wayfarers,,Bloody Body,Purple,Dosbrak
1264,Bald,Snapback,,,,Gold Gloves,Bloody Body,Red,Dosbrak
1265,Standard,,Bloody,,Laser Eyes,Bloody Gloves,Suit,Teal,Dosbrak
1266,Old Mike,,,Cigar,,,Bloody Body,Blockasset,Dosbrak
1267,Standard,,,,Laser Eyes,Bare Fists,,Black,Dosbrak
1268,Standard,DJ Mikey B,,,,199 Belt,Tattoo,Mustard,Dosbrak
1269,Standard,Snapback,Bloody,,,Gloves,Tattoo,Black,Dosbrak
1270,Bald,,Red Terminator,Diamond Grill,,Bloody Gloves,Jiu Jitsu Robe,Red,Dosbrak
1271,Standard,Snapback,Bloody,,Laser Eyes,Knuckle Duster Spikes,,Teal,Dosbrak
1272,Standard,,Bloody,,Wayfarers,Bare Fists,Tattoo,Black,Dosbrak
1273,Standard,,,,Bruised Eye,Bloody Gloves,Bloody Body,Black,Dosbrak
1274,Standard,Snapback,,,,Gloves,Jiu Jitsu Robe,Purple,Dosbrak
1275,Bald,,,Diamond Grill,Wayfarers,Gloves,Punk Jacket,Teal,Dosbrak
1276,Old Mike,Sparring Headgear,,Falling Mouthguard,,,,Teal,Dosbrak
1277,Standard,,,Cigar,Wayfarers,Gloves,Jiu Jitsu Robe,Teal,Dosbrak
1278,Standard,Announcer,,,,Gloves,Bloody Body,Octagon,Dosbrak
1279,Bald,,,,,,,Black,Dosbrak
1280,Standard,,,Falling Mouthguard,,Microphone,Suit,Blockasset,Dosbrak
1281,Bald,,,,,,Punk Jacket,Mustard,Dosbrak
1282,Standard,,,,Laser Eyes,Bloody Gloves,Bloody Body,Black,Dosbrak
1283,Standard,Announcer,,,,Bloody Gloves,Suit,Red,Dosbrak
1284,Old Mike,,Bloody,Diamond Grill,,Bloody Wraps,Bloody Body,Teal,Dosbrak
1285,Old Mike,,,Falling Mouthguard,Wayfarers,,Punk Jacket,Teal,Dosbrak
1286,Bald,,,Cigar,Bruised Eye,Bloody Gloves,,Mustard,Dosbrak
1287,Standard,Snapback,,,Bruised Eye,199 Belt,Tattoo,Black,Dosbrak
1288,Bald,Snapback,Bloody,Falling Mouthguard,,Bare Fists,,Octagon,Dosbrak
1289,Standard,,,,,Bare Fists,,Octagon,Dosbrak
1290,Standard,,Red Terminator,,,Knuckle Duster Spikes,Bloody Body,Red,Dosbrak
1291,Bald,Announcer,,,,Bloody Gloves,Suit,Teal,Dosbrak
1292,Bald,Sparring Headgear,Bloody,Cigar,,,,Octagon,Dosbrak
1293,Standard,Snapback,Bloody,,,,Bloody Body,Blockasset,Dosbrak
1294,Standard,Sparring Headgear,,Diamond Grill,,Gold Gloves,,Teal,Dosbrak
1295,Bald,,,,,,Bloody Body,Teal,Dosbrak
1296,Bald,,Red Terminator,,Laser Eyes,,Punk Jacket,Red,Dosbrak
1297,Bald,Sparring Headgear,,Falling Mouthguard,,Gold Gloves,,Red,Dosbrak
1298,Standard,Announcer,,,,199 Belt,Suit,Black,Dosbrak
1299,Standard,DJ Mikey B,,,,SOL Gloves,,Red,Dosbrak
1300,Standard,,,,,199 Belt,Bloody Body,Teal,Dosbrak
1301,Bald,,,Diamond Grill,Bruised Eye,199 Belt,Tattoo,Black,Dosbrak
1302,Bald,Announcer,,Falling Mouthguard,Bruised Eye,Bloody Wraps,,Black,Dosbrak
1303,Old Mike,Sparring Headgear,,,,SOL Gloves,,Purple,Dosbrak
1304,Old Mike,,,Falling Mouthguard,,,Butcher,Blockasset,Dosbrak
1305,Standard,Announcer,Gold Terminator,,,Bloody Gloves,Bloody Body,Purple,Dosbrak
1306,Bald,Sparring Headgear,,Cigar,Laser Eyes,Gloves,,Octagon,Dosbrak
1307,Standard,,,,Wayfarers,Bloody Gloves,Suit,Black,Dosbrak
1308,Standard,,,,,Bare Fists,,Purple,Dosbrak
1309,Old Mike,,,Cigar,,Gloves,Punk Jacket,Purple,Dosbrak
1310,Bald,,,,,,Tattoo,Octagon,Dosbrak
1311,Bald,,Bloody,,,,Tattoo,Black,Dosbrak
1312,Standard,Sparring Headgear,Red Terminator,,,SOL Gloves,,Red,Dosbrak
1313,Standard,,,,,Gloves,,Mustard,Dosbrak
1314,Standard,DJ Mikey B,Bloody,,Laser Eyes,Microphone,Suit,Purple,Dosbrak
1315,Old Mike,,,,Laser Eyes,Bare Fists,,Red,Dosbrak
1316,Bald,Sparring Headgear,Red Terminator,,Laser Eyes,Bloody Wraps,,Mustard,Dosbrak
1317,Standard,,,,Laser Eyes,Bare Fists,Punk Jacket,Black,Dosbrak
1318,Standard,,,Cigar,,Bare Fists,,Red,Dosbrak
1319,Bald,,Bloody,,,Bloody Gloves,Bloody Body,Mustard,Dosbrak
1320,Standard,,,,,,,Black,Dosbrak
1321,Standard,,,,,Bare Fists,Tattoo,Mustard,Dosbrak
1322,Standard,,,,Bruised Eye,Gold Gloves,Jiu Jitsu Robe,Black,Dosbrak
1323,Standard,Announcer,Red Terminator,,,Gloves,,Red,Dosbrak
1324,Standard,DJ Mikey B,,Falling Mouthguard,,,,Teal,Dosbrak
1325,Standard,Snapback,Bloody,,,Knuckle Duster Spikes,Tattoo,Mustard,Dosbrak
1326,Bald,,Bloody,,Wayfarers,Bloody Wraps,Suit,Teal,Dosbrak
1327,Bald,,,,Bruised Eye,Gloves,Jiu Jitsu Robe,Teal,Dosbrak
1328,Old Mike,,,Falling Mouthguard,Bruised Eye,,Butcher,Black,Dosbrak
1329,Bald,,Bloody,,Wayfarers,Bloody Wraps,Bloody Body,Purple,Dosbrak
1330,Standard,DJ Mikey B,,,Laser Eyes,Gold Gloves,Bloody Body,Purple,Dosbrak
1331,Standard,,,,Wayfarers,SOL Gloves,Patriot Flag,Red,Dosbrak
1332,Old Mike,,,,Wayfarers,Bloody Gloves,Bloody Body,Red,Dosbrak
1333,Standard,Announcer,Bloody,,,Gold Gloves,,Black,Dosbrak
1334,Bald,,,,,,Punk Jacket,Black,Dosbrak
1335,Old Mike,,Red Terminator,,,199 Belt,Bloody Body,Black,Dosbrak
1336,Standard,,,Falling Mouthguard,,199 Belt,,Teal,Dosbrak
1337,Standard,,Red Terminator,,,199 Belt,The Count,Teal,Dosbrak
1338,Bald,Snapback,,,,,Jiu Jitsu Robe,Mustard,Dosbrak
1339,Bald,,Bloody,,,Gloves,,Red,Dosbrak
1340,Standard,Announcer,,,,Bloody Gloves,Punk Jacket,Red,Dosbrak
1341,Standard,,,,Wayfarers,Bloody Wraps,Punk Jacket,Mustard,Dosbrak
1342,Standard,,,Cigar,,,,Mustard,Dosbrak
1343,Bald,,,Cigar,Bruised Eye,,Punk Jacket,Mustard,Dosbrak
1344,Standard,,Red Terminator,,,SOL Gloves,Jiu Jitsu Robe,Purple,Dosbrak
1345,Standard,DJ Mikey B,,,,199 Belt,Jiu Jitsu Robe,Teal,Dosbrak
1346,Standard,,,,,Bloody Gloves,Bloody Body,Count's Lair,Dosbrak
1347,Standard,,,Falling Mouthguard,Laser Eyes,Diamond Gloves,Bloody Body,Black,Dosbrak
1348,Bald,Announcer,,,,SOL Gloves,Bloody Body,Red,Dosbrak
1349,Standard,DJ Mikey B,,,,Microphone,Suit,Mustard,Dosbrak
1350,Standard,,,,,Bloody Gloves,,Red,Dosbrak
1351,Standard,Snapback,,,Bruised Eye,Bloody Gloves,Punk Jacket,Black,Dosbrak
1352,Bald,,Red Terminator,,,Gold Gloves,,Black,Dosbrak
1353,Bald,Snapback,,,Bruised Eye,,,Black,Dosbrak
1354,Standard,,,Diamond Grill,,,Jiu Jitsu Robe,Black,Dosbrak
1355,Old Mike,,Bloody,,Wayfarers,,Bloody Body,Red,Dosbrak
1356,Old Mike,,,,,Diamond Gloves,Suit,Red,Dosbrak
1357,Old Mike,,Bloody,Cigar,Laser Eyes,Gold Gloves,,Black,Dosbrak
1358,Standard,,,Falling Mouthguard,,Bloody Wraps,Patriot Flag,Teal,Dosbrak
1359,Bald,,Bloody,,,Bare Fists,Bloody Body,Red,Dosbrak
1360,Standard,Crown,Red Terminator,,Laser Eyes,Microphone,Suit,Mustard,Dosbrak
1361,Bald,,,Falling Mouthguard,Wayfarers,Bloody Wraps,The Count,Teal,Dosbrak
1362,Standard,DJ Mikey B,,Falling Mouthguard,Bruised Eye,,Patriot Flag,Mustard,Dosbrak
1363,Old Mike,,Bloody,Falling Mouthguard,,Bloody Wraps,Jiu Jitsu Robe,Mustard,Dosbrak
1364,Bald,,Red Terminator,Cigar,,Bloody Gloves,,Octagon,Dosbrak
1365,Old Mike,Sparring Headgear,,,,Bloody Gloves,,Teal,Dosbrak
1366,Standard,Snapback,,,,SOL Gloves,Tattoo,Mustard,Dosbrak
