Edition,Base,Head,Face,Mouth,Eyes,Accessory,Clothing,Background,Signature
1029,Young,Hat,,Solana Mouthguard,,Egg Ball,NZ Jersey,Orange,Dosbrak
1030,Old,,,,,Gold Chain,Astronaut,Black,Dosbrak
1031,Old,,Haka,,Eye Injury,Old Ball,NZ Jersey,Black,Dosbrak
1032,Standard,,Haka,,Laser Eyes,Old Ball,Astronaut,Purple,Dosbrak
1033,Old,,,,Wayfarers,Gold Chain,NZ Away Jersey,Red,Dosbrak
1034,Standard,,Haka,,,NZ Ball,NZ Away Jersey,Purple,Dosbrak
1035,Standard,Halo,,,Wayfarers,NZ Ball,CM Jersey,Purple,Dosbrak
1036,Standard,,,,Eye Injury,Boots,CM Jersey,Gold,Dosbrak
1037,Old,,,,,Crown Ball,Solana Jersey,Gold,Dosbrak
1038,Old,Headband,,,Wayfarers,NZ Ball,Blue Suit,Orange,Dosbrak
1039,Standard,Hat,Haka,,Laser Eyes,NZ Ball,NZ Jersey,Black,Dosbrak
1040,Old,,,,,Ball,NZ Away Jersey,Black,Dosbrak
1041,Old,,,,Laser Eyes,NZ Ball,Yellow Jersey,Blue,Dosbrak
1042,Standard,,,,,Gold Chain,CM Jersey,Orange,Dosbrak
1043,Standard,Headband,,,,Old Ball,NZ Away Jersey,Blue,Dosbrak
1044,Old,,Haka,,Eye Injury,Crown Ball,NZ Jersey,Purple,Dosbrak
1045,Standard,Headband,,,,Boots,NZ Jersey,Orange,Dosbrak
1046,Young,,Haka,,,Gold Chain,NZ Old Jersey,Black,Dosbrak
1047,Standard,,Haka,,,Ball,NZ Jersey,Black,Dosbrak
1048,Standard,,,,,Boots,Yellow Jersey,Purple,Dosbrak
1049,Standard,,,Solana Mouthguard,Laser Eyes,NZ Ball,CM Jersey,Blue,Dosbrak
1050,Old,,Haka,,Wayfarers,Old Ball,NZ Away Jersey,Orange,Dosbrak
1051,Standard,BA Snapback,Sweat,NZ Mouth Guard,Laser Eyes,Gold Chain,NZ Old Jersey,Orange,Dosbrak
1052,Old,,Haka,,Wayfarers,NZ Ball,NZ Jersey,New Zealand,Dosbrak
1053,Young,Crown,,,,Old Ball,Solana Jersey,Purple,Dosbrak
1054,Standard,Headband,,,,Fire Ball,Black Tie,Purple,Dosbrak
1055,Standard,Headband,,Solana Mouthguard,,Fire Ball,CM Jersey,Orange,Dosbrak
1056,Standard,,Sweat,,Wayfarers,Ball,NZ Jersey,Blue,Dosbrak
1057,Standard,Headband,,,,NZ Ball,Blue Suit,Blue,Dosbrak
1058,Old,,,,Wayfarers,NZ Ball,Yellow Jersey,Blue,Dosbrak
1059,Standard,,,NZ Mouth Guard,,NZ Ball,Blue Suit,Black,Dosbrak
1060,Young,Hat,,,Wayfarers,Ball,NZ Away Jersey,Black,Dosbrak
1061,Old,,,,Eye Injury,Boots,Solana Jersey,Orange,Dosbrak
1062,Old,,,,,Ball,Shirt,Orange,Dosbrak
1063,Young,Hat,,,,Crown Ball,CM Jersey,Orange,Dosbrak
1064,Standard,,Haka,,Eye Injury,,Blue Suit,Red,Dosbrak
1065,Old,,Sweat,,,NZ Ball,NZ Jersey,Purple,Dosbrak
1066,Standard,,,,,Ball,CM Jersey,Red,Dosbrak
1067,Old,Hat,,,,Fire Ball,Black Tie,Black,Dosbrak
1068,Old,BA Snapback,,,Laser Eyes,Fire Ball,NZ Jersey,Purple,Dosbrak
1069,Standard,Headband,Sweat,,,Fire Ball,NZ Away Jersey,Red,Dosbrak
1070,Standard,,Haka,,,Fire Ball,NZ Away Jersey,Orange,Dosbrak
1071,Old,,,,,NZ Ball,Solana Jersey,Orange,Dosbrak
1072,Standard,BA Snapback,,NZ Mouth Guard,,Ball,NZ Jersey,Purple,Dosbrak
1073,Standard,,,Solana Mouthguard,Eye Injury,Old Ball,Black Tie,Blockasset,Dosbrak
1074,Old,,,NZ Mouth Guard,,Crown Ball,Shirt,Purple,Dosbrak
1075,Standard,,,,,Boots,NZ Away Jersey,Purple,Dosbrak
1076,Young,Headband,Haka,,,,Shirt,Blue,Dosbrak
1077,Standard,,,,,,NZ Jersey,Purple,Dosbrak
1078,Standard,,,,Eye Injury,NZ Ball,CM Jersey,Red,Dosbrak
1079,Old,,,,Wayfarers,Boots,Shirt,Red,Dosbrak
1080,Standard,,Sweat,,,Boom Box,Solana Jersey,Blockasset,Dosbrak
1081,Standard,Headband,Haka,,,,Solana Jersey,Black,Dosbrak
1082,Standard,,,NZ Mouth Guard,,Gold Chain,Solana Jersey,Red,Dosbrak
1083,Old,,Bane,,,NZ Ball,CM Jersey,Blockasset,Dosbrak
1084,Standard,,,,,NZ Ball,Solana Jersey,Black,Dosbrak
1085,Old,,,Solana Mouthguard,,Egg Ball,Shirt,Red,Dosbrak
1086,Old,Headband,,,,Ball,Shirt,Orange,Dosbrak
1087,Standard,Halo,Sweat,,Wayfarers,Egg Ball,CM Jersey,Purple,Dosbrak
1088,Standard,Hat,,Solana Mouthguard,,NZ Ball,NZ Old Jersey,Red,Dosbrak
1089,Old,Headband,,,Wayfarers,Egg Ball,NZ Jersey,Blue,Dosbrak
1090,Standard,,,,Eye Injury,Boots,Shirt,Black,Dosbrak
1091,Young,,,Solana Mouthguard,Eye Injury,,Solana Jersey,Blue,Dosbrak
1092,Standard,Halo,,,,Crown Ball,NZ Jersey,Blue,Dosbrak
1093,Standard,,Sweat,,Eye Injury,,Solana Jersey,Black,Dosbrak
1094,Standard,,,NZ Mouth Guard,Eye Injury,NZ Ball,Shirt,Blockasset,Dosbrak
1095,Standard,,Haka,,Wayfarers,,Solana Jersey,Orange,Dosbrak
1096,Young,,Sweat,Solana Mouthguard,Wayfarers,Old Ball,NZ Jersey,Orange,Dosbrak
1097,Young,Halo,,,Laser Eyes,Gold Chain,NZ Old Jersey,Blue,Dosbrak
1098,Young,,Sweat,,,Boots,Solana Jersey,Black,Dosbrak
1099,Old,Headband,Sweat,,,Old Ball,NZ Jersey,Blue,Dosbrak
1100,Standard,Headband,,NZ Mouth Guard,,Ball,NZ Old Jersey,Purple,Dosbrak
1101,Old,,,,Eye Injury,Egg Ball,Black Tie,Orange,Dosbrak
1102,Standard,Hat,,,,Gold Chain,Solana Jersey,Purple,Dosbrak
1103,Standard,BA Snapback,,,,Boots,NZ Jersey,Black,Dosbrak
1104,Standard,Headband,,,,Ball,Shirt,Black,Dosbrak
1105,Standard,BA Snapback,,,,Boots,Yellow Jersey,Gold,Dosbrak
1106,Standard,,,,Wayfarers,Crown Ball,Blue Suit,Orange,Dosbrak
1107,Standard,,,,,NZ Ball,NZ Old Jersey,Orange,Dosbrak
1108,Young,,Haka,,,Crown Ball,Blue Suit,Black,Dosbrak
1109,Standard,,,,,Old Ball,Yellow Jersey,Gold,Dosbrak
1110,Standard,Headband,,,,Ball,NZ Away Jersey,Red,Dosbrak
1111,Young,,,NZ Mouth Guard,,,NZ Away Jersey,Black,Dosbrak
1112,Standard,Hat,,NZ Mouth Guard,,Old Ball,Solana Jersey,Blue,Dosbrak
1113,Standard,,,,Wayfarers,,NZ Away Jersey,Orange,Dosbrak
1114,Standard,BA Snapback,Haka,,,Crown Ball,Solana Jersey,Orange,Dosbrak
1115,Standard,,,,,Old Ball,Solana Jersey,Red,Dosbrak
1116,Old,Crown,Bane,,,Ball,Shirt,Orange,Dosbrak
1117,Standard,Headband,,,Wayfarers,Boots,NZ Jersey,Orange,Dosbrak
1118,Old,Halo,Sweat,,Wayfarers,NZ Ball,Solana Jersey,Purple,Dosbrak
1119,Standard,Hat,,,Wayfarers,Gold Chain,Blue Suit,Gold,Dosbrak
1120,Old,,Haka,,,Crown Ball,NZ Jersey,Red,Dosbrak
1121,Standard,Halo,Haka,,Wayfarers,Crown Ball,NZ Old Jersey,Purple,Dosbrak
1122,Standard,,,,,Boots,NZ Old Jersey,Purple,Dosbrak
1123,Standard,BA Snapback,,NZ Mouth Guard,Wayfarers,Old Ball,Blue Suit,Purple,Dosbrak
1124,Standard,,,,,,Yellow Jersey,Orange,Dosbrak
1125,Old,BA Snapback,,,,Old Ball,Blue Suit,Blue,Dosbrak
1126,Standard,BA Snapback,,Solana Mouthguard,Wayfarers,Old Ball,NZ Jersey,Black,Dosbrak
1127,Standard,BA Snapback,,,,NZ Ball,NZ Old Jersey,Red,Dosbrak
1128,Standard,,Haka,,Wayfarers,Boots,Yellow Jersey,Red,Dosbrak
1129,Old,,,,Laser Eyes,Boots,Solana Jersey,Purple,Dosbrak
1130,Old,Headband,,,,Ball,NZ Away Jersey,Orange,Dosbrak
1131,Standard,,,,,Old Ball,NZ Jersey,Black,Dosbrak
1132,Old,BA Snapback,,NZ Mouth Guard,Wayfarers,NZ Ball,Shirt,Orange,Dosbrak
1133,Old,BA Snapback,,NZ Mouth Guard,,Gold Chain,Solana Jersey,Purple,Dosbrak
1134,Standard,,,NZ Mouth Guard,Wayfarers,,NZ Away Jersey,Blue,Dosbrak
1135,Young,,Sweat,NZ Mouth Guard,,Boots,NZ Away Jersey,Black,Dosbrak
1136,Standard,BA Snapback,,,Wayfarers,Gold Chain,NZ Away Jersey,Blue,Dosbrak
1137,Standard,,,Solana Mouthguard,,Old Ball,Solana Jersey,Black,Dosbrak
1138,Old,,Sweat,,,Fire Ball,Solana Jersey,Orange,Dosbrak
1139,Old,,Sweat,,Eye Injury,,Solana Jersey,Blue,Dosbrak
1140,Standard,BA Snapback,,Solana Mouthguard,Laser Eyes,Ball,Blue Suit,Black,Dosbrak
1141,Young,,,,,Old Ball,CM Jersey,Black,Dosbrak
1142,Standard,,,,Wayfarers,Egg Ball,CM Jersey,Red,Dosbrak
1143,Old,,Sweat,,Wayfarers,Boots,CM Jersey,Black,Dosbrak
1144,Standard,,,Solana Mouthguard,,NZ Ball,NZ Away Jersey,Orange,Dosbrak
1145,Standard,Headband,Bane,NZ Mouth Guard,,,Blue Suit,Orange,Dosbrak
1146,Standard,BA Snapback,,,Laser Eyes,NZ Ball,Yellow Jersey,Blue,Dosbrak
1147,Standard,Headband,Haka,,Wayfarers,,Shirt,Red,Dosbrak
1148,Standard,Crown,,NZ Mouth Guard,,NZ Ball,CM Jersey,Blue,Dosbrak
1149,Standard,,,,Eye Injury,Ball,Shirt,Black,Dosbrak
1150,Standard,,,Solana Mouthguard,Wayfarers,Crown Ball,Solana Jersey,Purple,Dosbrak
1151,Old,,,,,Boots,Shirt,Purple,Dosbrak
1152,Standard,BA Snapback,,,Laser Eyes,Old Ball,NZ Jersey,Red,Dosbrak
1153,Standard,,,,,Boots,Shirt,Gold,Dosbrak
1154,Standard,Hat,,,Laser Eyes,Ball,Blue Suit,Red,Dosbrak
1155,Standard,BA Snapback,,Solana Mouthguard,,Crown Ball,Black Tie,Red,Dosbrak
1156,Standard,Hat,,Solana Mouthguard,,,Astronaut,Red,Dosbrak
1157,Standard,,,,,Boots,Shirt,Black,Dosbrak
1158,Young,,Haka,,,,CM Jersey,Black,Dosbrak
1159,Standard,Hat,,Diamond Grill,Wayfarers,,NZ Away Jersey,Purple,Dosbrak
1160,Old,,Sweat,NZ Mouth Guard,,Egg Ball,NZ Jersey,Orange,Dosbrak
1161,Standard,,,,,NZ Ball,Blue Suit,Blue,Dosbrak
1162,Standard,,Haka,,,Egg Ball,Solana Jersey,Gold,Dosbrak
1163,Standard,BA Snapback,Haka,,Wayfarers,Egg Ball,NZ Jersey,Red,Dosbrak
1164,Standard,Hat,Haka,,,Boom Box,Shirt,Red,Dosbrak
1165,Standard,Hat,,NZ Mouth Guard,,Boots,NZ Jersey,Orange,Dosbrak
1166,Old,Hat,,,,Crown Ball,Black Tie,Orange,Dosbrak
1167,Standard,Hat,,,,,Yellow Jersey,Orange,Dosbrak
1168,Standard,,,Diamond Grill,,Egg Ball,NZ Away Jersey,Black,Dosbrak
1169,Young,,Haka,,,,Solana Jersey,Blue,Dosbrak
1170,Standard,Headband,Bane,,,NZ Ball,NZ Old Jersey,Blue,Dosbrak
1171,Old,,,Solana Mouthguard,,Ball,Blue Suit,Blue,Dosbrak
1172,Old,Hat,,,,Old Ball,NZ Away Jersey,Purple,Dosbrak
1173,Standard,,,Solana Mouthguard,,Boots,NZ Jersey,Orange,Dosbrak
1174,Old,Hat,,,,Ball,NZ Jersey,Orange,Dosbrak
1175,Old,,,,,Ball,Shirt,Red,Dosbrak
1176,Standard,,Haka,,,Crown Ball,Solana Jersey,Orange,Dosbrak
1177,Old,,,Solana Mouthguard,Laser Eyes,Old Ball,Blue Suit,Black,Dosbrak
1178,Old,,,NZ Mouth Guard,,Ball,Blue Suit,Blue,Dosbrak
1179,Old,,,Solana Mouthguard,Laser Eyes,Boom Box,Blue Suit,Red,Dosbrak
1180,Standard,,,,Eye Injury,Fire Ball,NZ Jersey,Black,Dosbrak
1181,Standard,Headband,Haka,,,Fire Ball,Yellow Jersey,Blue,Dosbrak
1182,Standard,,Haka,,Wayfarers,Crown Ball,Blue Suit,Blockasset,Dosbrak
1183,Old,,,,Wayfarers,NZ Ball,Blue Suit,Black,Dosbrak
1184,Standard,,Haka,,,Gold Chain,NZ Away Jersey,Purple,Dosbrak
1185,Standard,Hat,,,Wayfarers,,NZ Jersey,Orange,Dosbrak
1186,Standard,Hat,,,Wayfarers,NZ Ball,NZ Away Jersey,Orange,Dosbrak
1187,Standard,Crown,,,,,NZ Old Jersey,Purple,Dosbrak
1188,Old,Halo,,,,Ball,CM Jersey,Orange,Dosbrak
1189,Standard,,,,Wayfarers,Gold Chain,Shirt,Orange,Dosbrak
1190,Standard,Hat,,,Laser Eyes,NZ Ball,NZ Away Jersey,Purple,Dosbrak
1191,Standard,Hat,,,,Boots,Shirt,Blue,Dosbrak
1192,Standard,,,,,Gold Chain,Shirt,Blockasset,Dosbrak
1193,Standard,,,,Eye Injury,Gold Chain,Solana Jersey,Purple,Dosbrak
1194,Standard,Hat,Haka,,,Crown Ball,Shirt,Blue,Dosbrak
1195,Standard,Halo,Haka,,Wayfarers,,NZ Jersey,Purple,Dosbrak
1196,Standard,Hat,,,,Ball,NZ Old Jersey,Purple,Dosbrak
1197,Standard,BA Snapback,Haka,,Wayfarers,Gold Chain,Solana Jersey,Orange,Dosbrak
1198,Old,Headband,,Solana Mouthguard,Wayfarers,Crown Ball,NZ Jersey,New Zealand,Dosbrak
1199,Standard,,,,,,Astronaut,Blue,Dosbrak
1200,Young,,,,Eye Injury,Fire Ball,NZ Jersey,Red,Dosbrak
1201,Standard,Headband,Haka,,,NZ Ball,Blue Suit,Blockasset,Dosbrak
1202,Standard,Headband,,NZ Mouth Guard,,NZ Ball,NZ Old Jersey,Blue,Dosbrak
1203,Standard,,,,,,NZ Away Jersey,Blockasset,Dosbrak
1204,Standard,BA Snapback,,,,Boots,NZ Jersey,Orange,Dosbrak
1205,Young,,Haka,,,Crown Ball,CM Jersey,Red,Dosbrak
1206,Old,,Haka,,Eye Injury,Old Ball,CM Jersey,Red,Dosbrak
1207,Standard,BA Snapback,,Solana Mouthguard,,Fire Ball,NZ Jersey,Gold,Dosbrak
1208,Young,BA Snapback,Haka,,,,Blue Suit,Black,Dosbrak
1209,Standard,Halo,,,Wayfarers,,NZ Old Jersey,Blockasset,Dosbrak
1210,Standard,,,,Wayfarers,Crown Ball,Shirt,Red,Dosbrak
1211,Standard,,,,Laser Eyes,NZ Ball,Shirt,Blockasset,Dosbrak
1212,Old,,Haka,,,Ball,NZ Away Jersey,Purple,Dosbrak
1213,Standard,Headband,,,Wayfarers,Ball,Solana Jersey,Purple,Dosbrak
1214,Standard,,,,Eye Injury,Egg Ball,Blue Suit,Red,Dosbrak
1215,Standard,,,,Eye Injury,,Shirt,Orange,Dosbrak
1216,Standard,Headband,,,,Gold Chain,NZ Jersey,Red,Dosbrak
1217,Standard,Hat,Haka,,,Old Ball,NZ Jersey,Red,Dosbrak
1218,Standard,,Sweat,Solana Mouthguard,Wayfarers,Boots,Solana Jersey,Red,Dosbrak
1219,Old,,,,Wayfarers,Egg Ball,Solana Jersey,Purple,Dosbrak
1220,Standard,,,,,Crown Ball,NZ Jersey,Blockasset,Dosbrak
1221,Standard,,Haka,,Wayfarers,Old Ball,Blue Suit,Black,Dosbrak
1222,Standard,,Haka,,,Egg Ball,NZ Away Jersey,Blue,Dosbrak
1223,Standard,BA Snapback,,,Wayfarers,Old Ball,Solana Jersey,Black,Dosbrak
1224,Standard,BA Snapback,,,,,CM Jersey,Blue,Dosbrak
1225,Standard,,,NZ Mouth Guard,Eye Injury,,CM Jersey,Orange,Dosbrak
1226,Standard,,,Solana Mouthguard,,Old Ball,NZ Jersey,Black,Dosbrak
1227,Standard,,,,Eye Injury,Old Ball,NZ Away Jersey,Red,Dosbrak
1228,Standard,,,Solana Mouthguard,Wayfarers,Crown Ball,Blue Suit,Black,Dosbrak
1229,Standard,Hat,,,,,Solana Jersey,Red,Dosbrak
1230,Young,,Haka,,Wayfarers,Egg Ball,Solana Jersey,Blue,Dosbrak
1231,Young,Hat,,,,,NZ Jersey,Black,Dosbrak
1232,Standard,,,,,Crown Ball,Solana Jersey,Black,Dosbrak
1233,Young,Headband,,,Wayfarers,Egg Ball,Yellow Jersey,Orange,Dosbrak
1234,Old,Hat,Haka,,Laser Eyes,,NZ Jersey,Blue,Dosbrak
1235,Young,BA Snapback,,,,,Blue Suit,Blue,Dosbrak
1236,Standard,,,NZ Mouth Guard,,Crown Ball,NZ Jersey,Orange,Dosbrak
1237,Old,BA Snapback,Haka,,,Old Ball,Black Tie,Blue,Dosbrak
1238,Old,Headband,Haka,,Laser Eyes,Egg Ball,Solana Jersey,Black,Dosbrak
1239,Standard,,Sweat,NZ Mouth Guard,Laser Eyes,Crown Ball,Solana Jersey,Purple,Dosbrak
1240,Standard,Halo,,NZ Mouth Guard,,Ball,Solana Jersey,Orange,Dosbrak
1241,Standard,,,,Wayfarers,,Solana Jersey,Red,Dosbrak
1242,Old,,,,,Gold Chain,NZ Away Jersey,Red,Dosbrak
1243,Old,,,,Eye Injury,,Solana Jersey,Blockasset,Dosbrak
1244,Standard,,,,Wayfarers,,Shirt,Orange,Dosbrak
1245,Standard,BA Snapback,,,Laser Eyes,Boom Box,NZ Jersey,Orange,Dosbrak
1246,Standard,,,,,,Solana Jersey,Red,Dosbrak
1247,Standard,BA Snapback,Haka,,,Ball,NZ Jersey,Black,Dosbrak
1248,Standard,,,,Eye Injury,NZ Ball,Solana Jersey,Blue,Dosbrak
1249,Standard,,Sweat,NZ Mouth Guard,,Boots,NZ Jersey,Red,Dosbrak
1250,Standard,BA Snapback,,,,Crown Ball,Solana Jersey,Orange,Dosbrak
1251,Young,,,,Wayfarers,Egg Ball,NZ Old Jersey,Purple,Dosbrak
1252,Old,,,,,NZ Ball,Shirt,Gold,Dosbrak
1253,Old,Hat,Haka,,,Old Ball,CM Jersey,Orange,Dosbrak
1254,Standard,BA Snapback,Sweat,,,,NZ Jersey,Orange,Dosbrak
1255,Old,,,NZ Mouth Guard,Eye Injury,Old Ball,Black Tie,Red,Dosbrak
1256,Standard,,,,Eye Injury,Gold Chain,Yellow Jersey,Orange,Dosbrak
1257,Standard,,Sweat,Solana Mouthguard,,Ball,NZ Away Jersey,Red,Dosbrak
1258,Standard,Headband,,Solana Mouthguard,Wayfarers,,CM Jersey,Black,Dosbrak
1259,Standard,,,,Wayfarers,Boom Box,Yellow Jersey,Blockasset,Dosbrak
1260,Old,BA Snapback,,,,Ball,Blue Suit,Blue,Dosbrak
1261,Standard,,,,Wayfarers,NZ Ball,Shirt,Blue,Dosbrak
1262,Standard,Hat,Haka,,,Fire Ball,NZ Jersey,Purple,Dosbrak
1263,Standard,,,,,Gold Chain,Solana Jersey,Red,Dosbrak
1264,Old,Hat,Haka,,,Old Ball,NZ Old Jersey,Black,Dosbrak
1265,Standard,,,,Wayfarers,Old Ball,Yellow Jersey,Orange,Dosbrak
1266,Standard,,Haka,,,Egg Ball,Yellow Jersey,Red,Dosbrak
1267,Standard,BA Snapback,Haka,,,Old Ball,CM Jersey,Black,Dosbrak
1268,Standard,,,NZ Mouth Guard,,,Shirt,Blue,Dosbrak
1269,Standard,,Sweat,,Eye Injury,Egg Ball,NZ Jersey,Orange,Dosbrak
1270,Standard,BA Snapback,Haka,,Wayfarers,Ball,NZ Old Jersey,Blue,Dosbrak
1271,Young,BA Snapback,Haka,,,Ball,NZ Away Jersey,Red,Dosbrak
1272,Old,Headband,,,,NZ Ball,NZ Away Jersey,Blue,Dosbrak
1273,Old,,Haka,,Wayfarers,Boots,NZ Away Jersey,Black,Dosbrak
1274,Old,BA Snapback,Sweat,Solana Mouthguard,,NZ Ball,CM Jersey,Orange,Dosbrak
1275,Old,Hat,,,Wayfarers,,Astronaut,Orange,Dosbrak
1276,Standard,,,,Eye Injury,Egg Ball,Yellow Jersey,Blue,Dosbrak
1277,Standard,Halo,,NZ Mouth Guard,,NZ Ball,NZ Away Jersey,Red,Dosbrak
1278,Young,,,Solana Mouthguard,Wayfarers,Crown Ball,Shirt,Orange,Dosbrak
1279,Standard,,,Diamond Grill,,Ball,Solana Jersey,Red,Dosbrak
1280,Young,,Haka,,,Old Ball,NZ Jersey,New Zealand,Dosbrak
1281,Standard,,,NZ Mouth Guard,Laser Eyes,Old Ball,NZ Old Jersey,Red,Dosbrak
1282,Standard,Headband,Haka,,,,Shirt,Orange,Dosbrak
1283,Standard,BA Snapback,,,Wayfarers,Old Ball,Shirt,Red,Dosbrak
1284,Young,,,,,Fire Ball,NZ Away Jersey,Black,Dosbrak
1285,Young,,,,Eye Injury,Gold Chain,NZ Old Jersey,Red,Dosbrak
1286,Standard,BA Snapback,,,,NZ Ball,Yellow Jersey,Black,Dosbrak
1287,Standard,,,Diamond Grill,Laser Eyes,Egg Ball,NZ Jersey,Blockasset,Dosbrak
1288,Standard,BA Snapback,,,,Ball,Solana Jersey,Purple,Dosbrak
1289,Standard,,,NZ Mouth Guard,Wayfarers,Crown Ball,NZ Jersey,Black,Dosbrak
1290,Standard,,Sweat,Solana Mouthguard,Laser Eyes,NZ Ball,Solana Jersey,Gold,Dosbrak
1291,Old,,,Diamond Grill,,Egg Ball,Yellow Jersey,Red,Dosbrak
1292,Old,,,Solana Mouthguard,,Ball,NZ Jersey,Gold,Dosbrak
1293,Standard,BA Snapback,Haka,,,Old Ball,Blue Suit,Orange,Dosbrak
1294,Old,,,,,Boots,NZ Old Jersey,Purple,Dosbrak
1295,Standard,,,,,Ball,Solana Jersey,Black,Dosbrak
1296,Standard,Headband,,,Wayfarers,,NZ Jersey,Purple,Dosbrak
1297,Standard,,,,Wayfarers,Ball,NZ Away Jersey,Orange,Dosbrak
1298,Young,Hat,Haka,,,,CM Jersey,Purple,Dosbrak
1299,Standard,,,,,Boots,NZ Jersey,Blockasset,Dosbrak
1300,Old,BA Snapback,,,,Old Ball,Shirt,Gold,Dosbrak
1301,Standard,,,,Wayfarers,NZ Ball,Blue Suit,Red,Dosbrak
1302,Standard,BA Snapback,Haka,,Wayfarers,,NZ Away Jersey,Blue,Dosbrak
1303,Standard,,,,Wayfarers,,Astronaut,Black,Dosbrak
1304,Standard,,,,Laser Eyes,Boots,Yellow Jersey,Red,Dosbrak
1305,Standard,Headband,Haka,,,NZ Ball,Shirt,Red,Dosbrak
1306,Standard,Halo,,,,Boots,CM Jersey,Red,Dosbrak
1307,Standard,,Sweat,,,,Solana Jersey,Blockasset,Dosbrak
1308,Old,,Haka,,,,Solana Jersey,Red,Dosbrak
1309,Standard,,Haka,,Wayfarers,Crown Ball,NZ Away Jersey,Purple,Dosbrak
1310,Old,,,,Wayfarers,Boots,NZ Jersey,Red,Dosbrak
1311,Old,,Sweat,,Eye Injury,,NZ Away Jersey,Orange,Dosbrak
1312,Standard,,Haka,,Wayfarers,Old Ball,NZ Jersey,Red,Dosbrak
1313,Standard,Headband,,,,Gold Chain,Shirt,Blue,Dosbrak
1314,Old,,,,Wayfarers,Ball,Solana Jersey,Blockasset,Dosbrak
1315,Standard,BA Snapback,Sweat,NZ Mouth Guard,,Ball,NZ Away Jersey,Red,Dosbrak
1316,Standard,,Haka,,Eye Injury,,NZ Away Jersey,Purple,Dosbrak
1317,Old,,,,,Fire Ball,NZ Away Jersey,Blue,Dosbrak
1318,Standard,BA Snapback,,,,Ball,Blue Suit,Blue,Dosbrak
1319,Young,,Haka,,,,Blue Suit,Black,Dosbrak
1320,Standard,Hat,Haka,,Wayfarers,Boots,CM Jersey,Red,Dosbrak
1321,Standard,,Haka,,,Old Ball,Yellow Jersey,Purple,Dosbrak
1322,Standard,,Bane,,Eye Injury,Ball,Solana Jersey,Orange,Dosbrak
1323,Standard,,Sweat,,,Old Ball,NZ Away Jersey,Blockasset,Dosbrak
1324,Old,,,NZ Mouth Guard,,Ball,NZ Away Jersey,New Zealand,Dosbrak
1325,Standard,,,NZ Mouth Guard,Wayfarers,Ball,Solana Jersey,Red,Dosbrak
1326,Standard,BA Snapback,,,Wayfarers,Old Ball,NZ Jersey,Orange,Dosbrak
1327,Standard,BA Snapback,,,,NZ Ball,Blue Suit,Black,Dosbrak
1328,Young,,,,,Diamond Ball,Shirt,Black,Dosbrak
1329,Young,Headband,,,,Old Ball,NZ Jersey,Orange,Dosbrak
1330,Old,Halo,,,Wayfarers,Ball,Shirt,Red,Dosbrak
1331,Old,,Haka,,Eye Injury,NZ Ball,NZ Away Jersey,Blue,Dosbrak
1332,Standard,BA Snapback,Sweat,,,Boots,NZ Old Jersey,Purple,Dosbrak
1333,Young,,,Solana Mouthguard,,Ball,NZ Away Jersey,Blue,Dosbrak
1334,Standard,,,NZ Mouth Guard,Laser Eyes,Egg Ball,Blue Suit,Purple,Dosbrak
1335,Standard,,Haka,,,Egg Ball,Blue Suit,Blockasset,Dosbrak
1336,Standard,,,,,,Shirt,Blockasset,Dosbrak
1337,Standard,,,Solana Mouthguard,Wayfarers,,Yellow Jersey,Purple,Dosbrak
1338,Standard,,,,,,CM Jersey,Purple,Dosbrak
1339,Standard,,,,,,Shirt,Red,Dosbrak
1340,Old,,,,,Crown Ball,Yellow Jersey,Purple,Dosbrak
1341,Standard,,,NZ Mouth Guard,,Egg Ball,Solana Jersey,Orange,Dosbrak
1342,Young,,,Solana Mouthguard,,,NZ Jersey,Black,Dosbrak
1343,Standard,Hat,Haka,,,Egg Ball,Solana Jersey,Purple,Dosbrak
1344,Old,,,NZ Mouth Guard,,Boom Box,CM Jersey,Red,Dosbrak
1345,Standard,Hat,,,,Egg Ball,NZ Jersey,Purple,Dosbrak
1346,Standard,,Haka,,Wayfarers,Ball,CM Jersey,Orange,Dosbrak
1347,Standard,Headband,Haka,,Wayfarers,Gold Chain,Shirt,Orange,Dosbrak
1348,Old,,Bane,Solana Mouthguard,,Boots,NZ Away Jersey,Orange,Dosbrak
1349,Old,,,,Wayfarers,NZ Ball,Yellow Jersey,Orange,Dosbrak
1350,Old,,,Solana Mouthguard,,Ball,CM Jersey,Purple,Dosbrak
1351,Standard,,Sweat,,,Ball,NZ Jersey,Black,Dosbrak
1352,Old,,,NZ Mouth Guard,,NZ Ball,Solana Jersey,Black,Dosbrak
1353,Standard,BA Snapback,,,,Boots,Solana Jersey,Orange,Dosbrak
1354,Old,,,,,NZ Ball,Solana Jersey,Blue,Dosbrak
1355,Standard,BA Snapback,,NZ Mouth Guard,,,Blue Suit,Red,Dosbrak
1356,Young,Headband,,NZ Mouth Guard,,Ball,Solana Jersey,Blockasset,Dosbrak
1357,Old,,Sweat,,,Crown Ball,Solana Jersey,Red,Dosbrak
1358,Young,,,,,Gold Chain,NZ Jersey,Black,Dosbrak
1359,Standard,,Haka,,Eye Injury,NZ Ball,Black Tie,Purple,Dosbrak
1360,Old,,,,,NZ Ball,NZ Jersey,Purple,Dosbrak
1361,Standard,Halo,Haka,,,Boots,CM Jersey,Blue,Dosbrak
